Magicka02;EnchArmorFortifyMagicka02 "Fortify Magicka" [ENCH:000AD46B];of Magicka
Magicka03;EnchArmorFortifyMagicka03 "Fortify Magicka" [ENCH:000AD46C];of Major Magicka
Magicka04;EnchArmorFortifyMagicka04 "Fortify Magicka" [ENCH:000B7A31];of Eminent Magicka
Magicka05;EnchArmorFortifyMagicka05 "Fortify Magicka" [ENCH:000B7A32];of Extreme Magicka
Magicka06;EnchArmorFortifyMagicka06 "Fortify Magicka" [ENCH:000B7A33];of Peerless Magicka
MagickaRegen03;EnchArmorFortifyMagickaRate03 "Fortify Magicka Rate" [ENCH:000AD46E];of Recharging
MagickaRegen04;EnchArmorFortifyMagickaRate04 "Fortify Magicka Rate" [ENCH:0007A112];of Replenishing
MagickaRegen05;EnchArmorFortifyMagickaRate05 "Fortify Magicka Rate" [ENCH:000AD46D];of Resurgence
MagickaRegen06;EnchArmorFortifyMagickaRate06 "Fortify Magicka Rate" [ENCH:000BE00B];of Recovery
Marksman01;EnchArmorFortifyMarksman01 "Fortify Archery" [ENCH:0007A113];of Minor Archery
Marksman02;EnchArmorFortifyMarksman02 "Fortify Archery" [ENCH:000AD46F];of Archery
Marksman03;EnchArmorFortifyMarksman03 "Fortify Archery" [ENCH:000AD470];of Major Archery
Marksman04;EnchArmorFortifyMarksman04 "Fortify Archery" [ENCH:000BE00C];of Eminent Archery
Marksman05;EnchArmorFortifyMarksman05 "Fortify Archery" [ENCH:000BE00D];of Extreme Archery
Marksman06;EnchArmorFortifyMarksman06 "Fortify Archery" [ENCH:000BE00E];of Peerless Archery
Restoration01;EnchArmorFortifyRestoration01 "Fortify Restoration" [ENCH:0007A116];of Minor Restoration
Restoration02;EnchArmorFortifyRestoration02 "Fortify Restoration" [ENCH:000AD475];of Restoration
Restoration03;EnchArmorFortifyRestoration03 "Fortify Restoration" [ENCH:000AD476];of Major Restoration
Restoration04;EnchArmorFortifyRestoration04 "Fortify Restoration" [ENCH:000BE015];of Eminent Restoration
Restoration05;EnchArmorFortifyRestoration05 "Fortify Restoration" [ENCH:000BE016];of Extreme Restoration
Restoration06;EnchArmorFortifyRestoration06 "Fortify Restoration" [ENCH:000BE017];of Peerless Restoration
Waterbreathing01;EnchArmorWaterbreathing "Waterbreathing" [ENCH:00092A76];of Waterbreathing
